[11:34:19] [main/INFO]: ModLauncher running: args [--username, Foxiallis, --version, Traveller's Wonders, --gameDir, C:\Users\Nevermore\AppData\Roaming\.minecraft\versions\Traveller's Wonders, --assetsDir, C:\Users\Nevermore\AppData\Roaming\.minecraft\assets, --assetIndex, 1.19, --uuid, 600632b4bac5494ea55213b0d0fc2ebd, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.11, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, -XX:+UseShenandoahGC, -XX:+AggressiveOpts, -XX:+UnlockExperimentalVMOptions, -XX:+AlwaysPreTouch, -XX:+UseStringDeduplication, -Dfml.ignorePatchDiscrepancies=true, -Dfml.ignoreInvalidMinecraftCertificates=true, -XX:-OmitStackTraceInFastThrow, -XX:+OptimizeStringConcat, -Dfml.readTimeout=180, -XX:+UseFastAccessorMethods, -Dsun.rmi.dgc.server.gcInterval=2147483646, -XX:G1NewSizePercent=20, -XX:G1ReservePercent=20, -XX:MaxGCPauseMillis=50, -XX:G1HeapRegionSize=32M]
[11:34:19] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:spongy_moss_block Expected: 6140 Got: 12805
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sprinkled_moss_block Expected: 6141 Got: 12806
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:yellow_moss_block Expected: 6142 Got: 12807
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:bright_melon Expected: 6143 Got: 12808
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_melon Expected: 6144 Got: 12809
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:golden_melon Expected: 6145 Got: 12810
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ripe_melon Expected: 6146 Got: 12811
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:rustic_melon Expected: 6147 Got: 12812
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sticky_melon Expected: 6148 Got: 12813
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sunny_melon Expected: 6149 Got: 12814
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:swampy_melon Expected: 6150 Got: 12815
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sweet_melon Expected: 6151 Got: 12816
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tropics_melon Expected: 6152 Got: 12817
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:broken_shroomlight Expected: 6153 Got: 12818
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:cracked_shroomlight Expected: 6154 Got: 12819
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:double_inlayed_shroomlight Expected: 6155 Got: 12820
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:edged_shroomlight_lantern Expected: 6156 Got: 12821
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:fancy_shroomlight_lantern Expected: 6157 Got: 12822
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:framed_shroomlight_lantern Expected: 6158 Got: 12823
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:hived_shroomlight Expected: 6159 Got: 12824
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:inlayed_shroomlight Expected: 6160 Got: 12825
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ornate_shroomlight_lantern Expected: 6161 Got: 12826
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:polished_shroomlight Expected: 6162 Got: 12827
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:reinforced_shroomlight Expected: 6163 Got: 12828
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:shimmering_shroomlight Expected: 6164 Got: 12829
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:shroomlight_lantern Expected: 6165 Got: 12830
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:shroomlight_lodestone_side Expected: 6166 Got: 12831
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smooth_shroomlight Expected: 6167 Got: 12832
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:thick_inlayed_shroomlight Expected: 6168 Got: 12833
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tiled_shroomlight_pillar Expected: 6169 Got: 12834
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:ash_sand Expected: 6170 Got: 12835
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:course_sand Expected: 6171 Got: 12836
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:desert_sand Expected: 6172 Got: 12837
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:kelp_sand Expected: 6173 Got: 12838
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:lush_red_sand Expected: 6174 Got: 12839
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:overgrown_sand Expected: 6175 Got: 12840
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:pearl_sand Expected: 6176 Got: 12841
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:soft_sand Expected: 6177 Got: 12842
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:tar_sand Expected: 6178 Got: 12843
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:wet_sand Expected: 6179 Got: 12844
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:wet_red_sand Expected: 6180 Got: 12845
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:white_sand Expected: 6181 Got: 12846
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:faded_soul_sand Expected: 6182 Got: 12847
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:fine_soul_sand Expected: 6183 Got: 12848
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:glowing_soul_sand Expected: 6184 Got: 12849
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:graveled_soul_sand Expected: 6185 Got: 12850
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:happy_soul_sand Expected: 6186 Got: 12851
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:hardened_soul_sand Expected: 6187 Got: 12852
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:lauching_soul_sand Expected: 6188 Got: 12853
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:meming_soul_sand Expected: 6189 Got: 12854
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:reanimated_soul_sand Expected: 6190 Got: 12855
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:scared_soul_sand Expected: 6191 Got: 12856
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sifted_soul_sand Expected: 6192 Got: 12857
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:smoothed_soul_sand Expected: 6193 Got: 12858
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:trampled_soul_sand Expected: 6194 Got: 12859
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:budding_crimson_roots_bulb Expected: 6195 Got: 12860
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:budding_crimson_roots Expected: 6196 Got: 12861
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crimson_roots_bloom Expected: 6197 Got: 12862
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crimson_roots_bramble Expected: 6198 Got: 12863
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crimson_roots_bud Expected: 6199 Got: 12864
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crimson_roots_bulb Expected: 6200 Got: 12865
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crimson_roots_floret Expected: 6201 Got: 12866
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:flowered_crimson_roots_bulb Expected: 6202 Got: 12867
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:flowered_crimson_roots Expected: 6203 Got: 12868
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:small_crimson_roots_bud Expected: 6204 Got: 12869
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sprouting_crimson_roots_bulb Expected: 6205 Got: 12870
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sprouting_crimson_roots Expected: 6206 Got: 12871
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:wilted_crimson_roots_bud Expected: 6207 Got: 12872
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:wilted_crimson_roots_bulb Expected: 6208 Got: 12873
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:bloomed_warped_roots Expected: 6209 Got: 12874
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:flowering_warped_roots Expected: 6210 Got: 12875
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:half_grown_warped_roots Expected: 6211 Got: 12876
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:lily_warped_roots Expected: 6212 Got: 12877
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:mangled_warped_roots Expected: 6213 Got: 12878
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:overgrown_warped_roots Expected: 6214 Got: 12879
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:stem_warped_roots Expected: 6215 Got: 12880
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:wiggly_warped_roots Expected: 6216 Got: 12881
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:young_warped_roots Expected: 6217 Got: 12882
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:bamboo_dried_kelp_block Expected: 6218 Got: 12883
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:blue_dried_kelp_block Expected: 6219 Got: 12884
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:brown_dried_kelp_block Expected: 6220 Got: 12885
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:compact_dried_kelp_block Expected: 6221 Got: 12886
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:crimson_dried_kelp_block Expected: 6222 Got: 12887
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:leafy_dried_kelp_block Expected: 6223 Got: 12888
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:mossy_dried_kelp_block Expected: 6224 Got: 12889
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:netherwart_dried_kelp_block Expected: 6225 Got: 12890
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:rough_crimson_dried_kelp_block Expected: 6226 Got: 12891
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:shroomy_dried_kelp_block Expected: 6227 Got: 12892
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:sugarcane_dried_kelp_block Expected: 6228 Got: 12893
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:wart_dried_kelp_block Expected: 6229 Got: 12894
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:big_flower_lily_pad Expected: 6230 Got: 12895
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:broken_lily_pad Expected: 6231 Got: 12896
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_broken_lily_pad Expected: 6232 Got: 12897
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_flowering_lily_pad Expected: 6233 Got: 12898
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_large_lily_pad Expected: 6234 Got: 12899
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_leaf_lily_pad Expected: 6235 Got: 12900
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_micro_lily_pads Expected: 6236 Got: 12901
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_paddle_lily_pad Expected: 6237 Got: 12902
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_rough_lily_pad Expected: 6238 Got: 12903
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_smol_lily_pad Expected: 6239 Got: 12904
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:dark_smooth_lily_pad Expected: 6240 Got: 12905
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:flowering_lily_pad Expected: 6241 Got: 12906
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:large_lily_pad Expected: 6242 Got: 12907
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:leaf_lily_pad Expected: 6243 Got: 12908
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_leaf_lily_pad Expected: 6244 Got: 12909
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:light_rough_lily_pad Expected: 6245 Got: 12910
[11:36:51] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: chipped:micro_lily_pads Expected: 6246 Got: 12911
